1	0	0	0	0
2	0	0	0.7854	5
3	0	0	1.5708	5
4	0	0	2.3562	5
5	0	0	3.1416	5
6	0	0	3.927	5
7	0	0	4.7124	5
8	0	0	3.927	6
9	0	0	3.1416	6
10	0	0.1	3.1416	1
11	0	0.1	2.3562	6
12	0	0.1	1.5708	6
13	0	0.1	0.7854	6
14	0	0.1	0	6
15	0	0.1	-0.7854	6
16	0	0.1	-1.5708	6
17	0	0.2	-1.5708	1
18	0	0.3	-1.5708	1
19	0	0.3	-0.7854	5
20	0	0.3	0	5
21	0.1	0.3	0	4
22	0.1	0.3	0.7854	5
23	0.1	0.3	1.5708	5
24	0.1	0.3	2.3562	5
25	0.1	0.3	3.1416	5
26	0.1	0.3	3.927	5
27	0.1	0.3	4.7124	5
28	0.2	0.3	4.7124	4
29	0.2	0.3	3.927	6
30	0.2	0.3	3.1416	6
31	0.2	0.3	2.3562	6
32	0.2	0.3	1.5708	6
33	0.2	0.3	0.7854	6
34	0.2	0.3	0	6
35	0.2	0.4	0	1
36	0.2	0.5	0	1
37	0.2	0.5	0.7854	5
38	0.2	0.5	1.5708	5
39	0.2	0.6	1.5708	1
40	0.2	0.6	2.3562	5
41	0.2	0.6	3.1416	5
42	0.2	0.6	3.927	5
43	0.2	0.6	4.7124	5
44	0.2	0.7	4.7124	1
45	0.2	0.8	4.7124	1
46	0.2	0.8	3.927	6
47	0.2	0.8	3.1416	6
48	0.2	0.8	2.3562	6
49	0.2	0.8	1.5708	6
50	0.2	0.8	0.7854	6
51	0.2	0.8	0	6
52	0.2	0.9	0	1
53	0.2	0.9	0.7854	5
54	0.2	0.9	1.5708	5
55	0.2	1	1.5708	1
56	0.2	1	0.7854	6
57	0.2	1	0	6
58	0.2	1	-0.7854	6
59	0.2	1	-1.5708	6
60	0.2	1.1	-1.5708	1
61	0.2	1.1	-2.3562	6
62	0.2	1.1	-3.1416	6
63	0.2	1.2	-3.1416	1
64	0.2	1.2	-2.3562	5
65	0.2	1.2	-1.5708	5
66	0.2	1.2	-0.7854	5
67	0.2	1.2	0	5
68	0.2	1.2	0.7854	5
69	0.2	1.2	1.5708	5
70	0.2	1.3	1.5708	1
71	0.2	1.3	0.7854	6
72	0.2	1.3	0	6
73	0.2	1.3	-0.7854	6
74	0.2	1.3	-1.5708	6
75	0.2	1.4	-1.5708	1
76	0.2	1.4	-2.3562	6
77	0.2	1.4	-3.1416	6
78	0.2	1.4	-3.927	6
79	0.2	1.4	-4.7124	6
80	0.2	1.5	-4.7124	1
81	0.2	1.5	-5.4978	6
82	0.2	1.5	-6.2832	6
83	0.2	1.5	-7.0686	6
84	0.2	1.5	-7.854	6
85	0.2	1.5	-8.6394	6
86	0.2	1.5	-9.4248	6
87	0.2	1.6	-9.4248	1
88	0.2	1.6	-8.6394	5
89	0.2	1.6	-7.854	5
90	0.2	1.7	-7.854	1
91	0.2	1.7	-7.0686	5
92	0.2	1.7	-6.2832	5
93	0.2	1.7	-5.4978	5
94	0.2	1.7	-4.7124	5
95	0.2	1.8	-4.7124	1
96	0.2	1.8	-5.4978	6
97	0.2	1.8	-6.2832	6
98	0.2	1.8	-7.0686	6
99	0.2	1.8	-7.854	6
100	0.2	1.8	-8.6394	6
101	0.2	1.8	-9.4248	6
102	0.2	1.9	-9.4248	1
103	0.2	2	-9.4248	1
104	0.2	2.1	-9.4248	1
105	0.2	2.1	-10.21	6
106	0.2	2.1	-10.996	6
107	0.2	2.2	-10.996	1
108	0.3	2.2	-10.996	4
109	0.3	2.2	-11.781	6
110	0.3	2.2	-12.566	6
111	0.3	2.2	-13.352	6
112	0.3	2.2	-14.137	6
113	0.3	2.2	-14.923	6
114	0.3	2.2	-15.708	6
115	0.4	2.2	-15.708	4
116	0.4	2.2	-16.493	6
117	0.4	2.2	-17.279	6
118	0.4	2.2	-18.064	6
119	0.4	2.2	-18.85	6
120	0.5	2.2	-18.85	4
121	0.5	2.2	-18.064	5
122	0.5	2.2	-17.279	5
123	0.5	2.2	-16.493	5
124	0.5	2.2	-15.708	5
125	0.5	2.2	-14.923	5
126	0.5	2.2	-14.137	5
127	0.6	2.2	-14.137	4
128	0.6	2.2	-14.923	6
129	0.6	2.2	-15.708	6
130	0.6	2.2	-16.493	6
131	0.6	2.2	-17.279	6
132	0.6	2.2	-18.064	6
133	0.6	2.2	-18.85	6
134	0.7	2.2	-18.85	4
135	0.7	2.3	-18.85	1
136	0.7	2.3	-19.635	6
137	0.7	2.3	-20.42	6
138	0.7	2.4	-20.42	1
139	0.7	2.4	-19.635	5
140	0.7	2.4	-18.85	5
141	0.7	2.4	-18.064	5
142	0.7	2.4	-17.279	5
143	0.7	2.5	-17.279	1
144	0.7	2.6	-17.279	1
145	0.7	2.6	-16.493	5
146	0.7	2.6	-15.708	5
147	0.7	2.6	-14.923	5
148	0.7	2.6	-14.137	5
149	0.8	2.6	-14.137	4
150	0.9	2.6	-14.137	4
151	0.9	2.6	-14.923	6
152	0.9	2.6	-15.708	6
153	0.9	2.7	-15.708	1
154	0.9	2.7	-16.493	6
155	0.9	2.7	-17.279	6
156	0.9	2.7	-18.064	6
157	0.9	2.7	-18.85	6
158	0.9	2.8	-18.85	1
159	0.9	2.9	-18.85	1
160	0.9	2.9	-18.064	5
161	0.9	2.9	-17.279	5
162	0.9	3	-17.279	1
163	0.9	3	-16.493	5
164	0.9	3	-15.708	5
165	0.9	3	-14.923	5
166	0.9	3	-14.137	5
167	0.9	3	-13.352	5
168	0.9	3	-12.566	5
169	0.9	3.1	-12.566	1
170	0.9	3.2	-12.566	1
171	0.9	3.2	-13.352	6
172	0.9	3.2	-14.137	6
173	0.9	3.2	-14.923	6
174	0.9	3.2	-15.708	6
175	0.9	3.3	-15.708	1
176	0.9	3.3	-14.923	5
177	0.9	3.3	-14.137	5
178	0.9	3.3	-13.352	5
179	0.9	3.3	-12.566	5
180	0.9	3.3	-11.781	5
181	0.9	3.3	-10.996	5
182	0.9	3.4	-10.996	1
183	0.9	3.4	-11.781	6
184	0.9	3.4	-12.566	6
185	0.9	3.5	-12.566	1
186	0.9	3.5	-13.352	6
187	0.9	3.5	-14.137	6
188	0.9	3.5	-14.923	6
189	0.9	3.5	-15.708	6
190	0.9	3.6	-15.708	1
191	0.9	3.6	-14.923	5
192	0.9	3.6	-14.137	5
193	0.9	3.6	-13.352	5
194	0.9	3.6	-12.566	5
195	0.9	3.6	-11.781	5
196	0.9	3.6	-10.996	5
197	0.9	3.7	-10.996	1
198	0.9	3.7	-10.21	5
199	0.9	3.7	-9.4248	5
200	0.9	3.7	-8.6394	5
201	0.9	3.7	-7.854	5
202	0.9	3.7	-7.0686	5
203	0.9	3.7	-6.2832	5
204	0.9	3.8	-6.2832	1
205	0.9	3.8	-5.4978	5
206	0.9	3.8	-4.7124	5
207	0.9	3.9	-4.7124	1
208	0.9	3.9	-3.927	5
209	0.9	3.9	-3.1416	5
210	0.9	3.9	-2.3562	5
211	0.9	3.9	-1.5708	5
212	0.9	4	-1.5708	1
213	0.9	4.1	-1.5708	1
214	0.9	4.1	-0.7854	5
215	0.9	4.1	8.8818e-16	5
216	0.9	4.1	0.7854	5
217	0.9	4.1	1.5708	5
