1	0	0	0	0
2	0	0	0.7854	5
3	0	0	1.5708	5
4	0	0	2.3562	5
5	0	0	3.1416	5
6	0	0	3.927	5
7	0	0	4.7124	5
8	-0.1	0	4.7124	3
9	-0.1	0	3.927	6
10	-0.1	0	3.1416	6
11	-0.1	0	2.3562	6
12	-0.1	0	1.5708	6
13	-0.1	0	0.7854	6
14	-0.1	0	0	6
15	-0.2	0	0	3
16	-0.2	0	-0.7854	6
17	-0.2	0	-1.5708	6
18	-0.3	0	-1.5708	3
19	-0.4	0	-1.5708	3
20	-0.4	0	-0.7854	5
21	-0.4	0	0	5
22	-0.5	0	0	3
23	-0.5	0	0.7854	5
24	-0.5	0	1.5708	5
25	-0.5	0	2.3562	5
26	-0.5	0	3.1416	5
27	-0.5	0	3.927	5
28	-0.5	0	4.7124	5
29	-0.6	0	4.7124	3
30	-0.6	0	3.927	6
31	-0.6	0	3.1416	6
32	-0.6	0	2.3562	6
33	-0.6	0	1.5708	6
34	-0.6	0	0.7854	6
35	-0.6	0	0	6
36	-0.7	0	0	3
37	-0.8	0	0	3
38	-0.8	0	0.7854	5
39	-0.8	0	1.5708	5
40	-0.9	0	1.5708	3
41	-0.9	0	2.3562	5
42	-0.9	0	3.1416	5
43	-0.9	0	3.927	5
44	-0.9	0	4.7124	5
45	-1	0	4.7124	3
46	-1.1	0	4.7124	3
47	-1.1	0	3.927	6
48	-1.1	0	3.1416	6
49	-1.1	0	2.3562	6
50	-1.1	0	1.5708	6
51	-1.1	0	0.7854	6
52	-1.1	0	0	6
53	-1.2	0	0	3
54	-1.2	0	0.7854	5
55	-1.2	0	1.5708	5
56	-1.3	0	1.5708	3
57	-1.3	0	0.7854	6
58	-1.3	0	0	6
59	-1.3	0	-0.7854	6
60	-1.3	0	-1.5708	6
61	-1.4	0	-1.5708	3
62	-1.4	0	-2.3562	6
63	-1.4	0	-3.1416	6
64	-1.5	0	-3.1416	3
65	-1.5	0	-2.3562	5
66	-1.5	0	-1.5708	5
67	-1.5	0	-0.7854	5
68	-1.5	0	0	5
69	-1.5	0	0.7854	5
70	-1.5	0	1.5708	5
71	-1.6	0	1.5708	3
72	-1.6	0	0.7854	6
73	-1.6	0	0	6
74	-1.6	0	-0.7854	6
75	-1.6	0	-1.5708	6
76	-1.7	0	-1.5708	3
77	-1.7	0	-2.3562	6
78	-1.7	0	-3.1416	6
79	-1.7	0	-3.927	6
80	-1.7	0	-4.7124	6
81	-1.8	0	-4.7124	3
82	-1.8	0	-5.4978	6
83	-1.8	0	-6.2832	6
84	-1.8	0	-7.0686	6
85	-1.8	0	-7.854	6
86	-1.8	0	-8.6394	6
87	-1.8	0	-9.4248	6
88	-1.9	0	-9.4248	3
89	-1.9	0	-8.6394	5
90	-1.9	0	-7.854	5
91	-2	0	-7.854	3
92	-2	0	-7.0686	5
93	-2	0	-6.2832	5
94	-2	0	-5.4978	5
95	-2	0	-4.7124	5
96	-2.1	0	-4.7124	3
97	-2.1	0	-5.4978	6
98	-2.1	0	-6.2832	6
99	-2.1	0	-7.0686	6
100	-2.1	0	-7.854	6
101	-2.1	0	-8.6394	6
102	-2.1	0	-9.4248	6
103	-2.2	0	-9.4248	3
104	-2.3	0	-9.4248	3
105	-2.4	0	-9.4248	3
106	-2.4	0	-10.21	6
107	-2.4	0	-10.996	6
108	-2.5	0	-10.996	3
109	-2.6	0	-10.996	3
110	-2.6	0	-11.781	6
111	-2.6	0	-12.566	6
112	-2.6	0	-13.352	6
113	-2.6	0	-14.137	6
114	-2.6	0	-14.923	6
115	-2.6	0	-15.708	6
116	-2.7	0	-15.708	3
117	-2.7	0	-16.493	6
118	-2.7	0	-17.279	6
119	-2.7	0	-18.064	6
120	-2.7	0	-18.85	6
121	-2.8	0	-18.85	3
122	-2.8	0	-18.064	5
123	-2.8	0	-17.279	5
124	-2.8	0	-16.493	5
125	-2.8	0	-15.708	5
126	-2.8	0	-14.923	5
127	-2.8	0	-14.137	5
128	-2.9	0	-14.137	3
129	-2.9	0	-14.923	6
130	-2.9	0	-15.708	6
131	-2.9	0	-16.493	6
132	-2.9	0	-17.279	6
133	-2.9	0	-18.064	6
134	-2.9	0	-18.85	6
135	-3	0	-18.85	3
136	-3.1	0	-18.85	3
137	-3.1	0	-19.635	6
138	-3.1	0	-20.42	6
139	-3.2	0	-20.42	3
140	-3.2	0	-19.635	5
141	-3.2	0	-18.85	5
142	-3.2	0	-18.064	5
143	-3.2	0	-17.279	5
144	-3.3	0	-17.279	3
145	-3.4	0	-17.279	3
146	-3.4	0	-16.493	5
147	-3.4	0	-15.708	5
148	-3.4	0	-14.923	5
149	-3.4	0	-14.137	5
150	-3.5	0	-14.137	3
151	-3.6	0	-14.137	3
152	-3.6	0	-14.923	6
153	-3.6	0	-15.708	6
154	-3.7	0	-15.708	3
155	-3.7	0	-16.493	6
156	-3.7	0	-17.279	6
157	-3.7	0	-18.064	6
158	-3.7	0	-18.85	6
159	-3.8	0	-18.85	3
160	-3.9	0	-18.85	3
161	-3.9	0	-18.064	5
162	-3.9	0	-17.279	5
163	-4	0	-17.279	3
164	-4	0	-16.493	5
165	-4	0	-15.708	5
166	-4	0	-14.923	5
167	-4	0	-14.137	5
168	-4	0	-13.352	5
169	-4	0	-12.566	5
170	-4.1	0	-12.566	3
171	-4.2	0	-12.566	3
172	-4.2	0	-13.352	6
173	-4.2	0	-14.137	6
174	-4.2	0	-14.923	6
175	-4.2	0	-15.708	6
176	-4.3	0	-15.708	3
177	-4.3	0	-14.923	5
178	-4.3	0	-14.137	5
179	-4.3	0	-13.352	5
180	-4.3	0	-12.566	5
181	-4.3	0	-11.781	5
182	-4.3	0	-10.996	5
183	-4.4	0	-10.996	3
184	-4.4	0	-11.781	6
185	-4.4	0	-12.566	6
186	-4.5	0	-12.566	3
187	-4.5	0	-13.352	6
188	-4.5	0	-14.137	6
189	-4.5	0	-14.923	6
190	-4.5	0	-15.708	6
191	-4.6	0	-15.708	3
192	-4.6	0	-14.923	5
193	-4.6	0	-14.137	5
194	-4.6	0	-13.352	5
195	-4.6	0	-12.566	5
196	-4.6	0	-11.781	5
197	-4.6	0	-10.996	5
198	-4.7	0	-10.996	3
199	-4.7	0	-10.21	5
200	-4.7	0	-9.4248	5
201	-4.7	0	-8.6394	5
202	-4.7	0	-7.854	5
203	-4.7	0	-7.0686	5
204	-4.7	0	-6.2832	5
205	-4.8	0	-6.2832	3
206	-4.8	0	-5.4978	5
207	-4.8	0	-4.7124	5
208	-4.9	0	-4.7124	3
209	-4.9	0	-3.927	5
210	-4.9	0	-3.1416	5
211	-4.9	0	-2.3562	5
212	-4.9	0	-1.5708	5
213	-5	0	-1.5708	3
214	-5.1	0	-1.5708	3
215	-5.1	0	-0.7854	5
216	-5.1	0	8.8818e-16	5
217	-5.1	0	0.7854	5
218	-5.1	0	1.5708	5
219	-5.1	0	2.3562	5
220	-5.1	0	3.1416	5
221	-5.2	0	3.1416	3
222	-5.2	0	2.3562	6
223	-5.2	0	1.5708	6
224	-5.3	0	1.5708	3
225	-5.3	0	0.7854	6
226	-5.3	0	8.8818e-16	6
227	-5.3	0	-0.7854	6
228	-5.3	0	-1.5708	6
